BAIRRO,VALOR,AREA,QUARTOS
ASA SUL,1750000.0,119.0,3.0
NOROESTE,2495000.0,163.0,4.0
JARDINS MANGUEIRAL,695000.0,107.0,3.0
PARK WAY,3480000.0,1500.0,6.0
ASA SUL,3100000.0,232.0,4.0
JARDIM BOTANICO,2450000.0,527.0,4.0
SOBRADINHO,1300000.0,456.0,5.0
NOROESTE,585936.0,34.0,1.0
LAGO SUL,4290000.0,590.0,4.0
SUDOESTE,1550000.0,110.0,4.0
LAGO NORTE,1615000.0,220.0,3.0
AGUAS CLARAS,1613000.0,132.0,4.0
AGUAS CLARAS,830000.0,153.0,2.0
ASA SUL,6000000.0,341.0,4.0
GUARA,1145000.0,113.0,4.0
ASA SUL,3100000.0,238.0,4.0
SUDOESTE,7063000.0,371.0,4.0
AGUAS CLARAS,580000.0,57.0,1.0
ASA NORTE,1170000.0,70.0,2.0
ASA SUL,2490000.0,159.0,3.0
PARK SUL,1550000.0,84.0,2.0
PARK SUL,1930000.0,129.0,4.0
SOBRADINHO,1598000.0,517.0,4.0
ASA NORTE,1090000.0,95.0,3.0
SAMAMBAIA,340000.0,44.0,2.0
AGUAS CLARAS,770000.0,107.0,3.0
AGUAS CLARAS,540000.0,65.0,2.0
ASA NORTE,1300000.0,125.0,3.0
NOROESTE,2450000.0,152.0,4.0
NOROESTE,3150000.0,208.0,4.0
ASA NORTE,2780000.0,455.0,6.0
LAGO SUL,2890000.0,749.0,5.0
AGUAS CLARAS,1690000.0,168.0,4.0
PARK WAY,4600000.0,730.0,4.0
ASA NORTE,800000.0,63.0,3.0
TAGUATINGA,495000.0,36.0,1.0
ASA NORTE,550000.0,34.0,1.0
PARK WAY,2100000.0,398.0,6.0
PARK WAY,3600000.0,313.0,2.0
PARK WAY,4390000.0,607.0,5.0
AGUAS CLARAS,540000.0,58.0,2.0
PARK WAY,3290000.0,560.0,4.0
SOBRADINHO,1990000.0,336.0,4.0
ASA SUL,1780000.0,250.0,3.0
ASA NORTE,460000.0,34.0,1.0
LAGO SUL,3500000.0,450.0,4.0
AGUAS CLARAS,650000.0,68.0,2.0
ASA SUL,2492000.0,80.0,2.0
AGUAS CLARAS,310000.0,32.0,1.0
PARK SUL,409000.0,36.0,2.0
AGUAS CLARAS,1260000.0,152.0,4.0
JARDIM BOTANICO,1490000.0,400.0,4.0
PARK SUL,1994869.0,126.0,3.0
NOROESTE,1480000.0,93.0,3.0
PARK WAY,1700000.0,600.0,7.0
AGUAS CLARAS,450000.0,39.0,1.0
LAGO SUL,3290000.0,600.0,5.0
AGUAS CLARAS,1624000.0,160.0,3.0
SOBRADINHO,2190000.0,564.0,4.0
JARDIM BOTANICO,1750000.0,430.0,3.0
SOBRADINHO,1380000.0,200.0,3.0
ASA SUL,2700000.0,157.0,3.0
SUDOESTE,1590000.0,98.0,3.0
AGUAS CLARAS,589000.0,71.0,3.0
ASA NORTE,696000.0,51.0,1.0
AGUAS CLARAS,2150000.0,189.0,4.0
NOROESTE,2349000.0,166.0,4.0
AGUAS CLARAS,1450000.0,139.0,4.0
SOBRADINHO,1650000.0,201.0,3.0
SUDOESTE,3300000.0,195.0,4.0
TAGUATINGA,549999.0,73.0,3.0
JARDIM BOTANICO,1790000.0,440.0,4.0
LAGO SUL,32000000.0,1600.0,5.0
AGUAS CLARAS,1132916.0,91.0,3.0
JARDIM BOTANICO,1595000.0,350.0,4.0
AGUAS CLARAS,729000.0,58.0,2.0
CRUZEIRO,650000.0,66.0,3.0
GUARA,1390000.0,187.0,3.0
ARNIQUEIRA,1900000.0,580.0,4.0
JARDIM BOTANICO,3600000.0,440.0,4.0
LAGO SUL,22000000.0,1082.0,5.0
PARK WAY,3200000.0,750.0,6.0
AGUAS CLARAS,2060000.0,198.0,3.0
PARK SUL,650000.0,60.0,2.0
SOBRADINHO,850000.0,393.0,3.0
AGUAS CLARAS,1299000.0,139.0,3.0
VICENTE PIRES,2680000.0,400.0,4.0
AGUAS CLARAS,365000.0,48.0,2.0
LAGO NORTE,3050000.0,540.0,4.0
AGUAS CLARAS,780000.0,98.0,3.0
NOROESTE,2782173.0,202.0,3.0
LAGO NORTE,3295000.0,544.0,5.0
SUDOESTE,1190000.0,89.0,2.0
NOROESTE,9800000.0,500.0,4.0
LAGO SUL,5900000.0,500.0,3.0
GAMA,870000.0,280.0,3.0
LAGO SUL,16000000.0,800.0,5.0
PARK WAY,2100000.0,376.0,3.0
AGUAS CLARAS,569900.0,93.0,4.0
JARDIM BOTANICO,2890000.0,534.0,4.0
LAGO SUL,26500000.0,3000.0,6.0
ASA NORTE,890000.0,62.0,1.0
LAGO SUL,10000000.0,934.0,5.0
AGUAS CLARAS,3100000.0,283.0,4.0
AGUAS CLARAS,669000.0,72.0,3.0
AGUAS CLARAS,1375000.0,120.0,3.0
NOROESTE,2990000.0,164.0,3.0
JARDIM BOTANICO,2450000.0,515.0,4.0
LAGO SUL,16000000.0,750.0,4.0
JARDIM BOTANICO,1350000.0,201.0,3.0
ARNIQUEIRA,1100000.0,320.0,4.0
NOROESTE,1700000.0,110.0,3.0
ARNIQUEIRA,1150000.0,300.0,4.0
AGUAS CLARAS,621600.0,81.0,2.0
LAGO NORTE,4575000.0,916.0,4.0
LAGO NORTE,3180000.0,830.0,6.0
SUDOESTE,1190000.0,80.0,2.0
LAGO SUL,5200000.0,782.0,6.0
LAGO SUL,3490000.0,454.0,5.0
NOROESTE,2450000.0,169.0,2.0
ASA NORTE,750000.0,53.0,2.0
AGUAS CLARAS,770000.0,71.0,2.0
PARK WAY,5490000.0,1300.0,5.0
AGUAS CLARAS,450000.0,56.0,1.0
AGUAS CLARAS,1450000.0,150.0,3.0
ASA NORTE,930000.0,83.0,3.0
PARK WAY,9800000.0,1163.0,5.0
SUDOESTE,2990000.0,212.0,4.0
GUARA,640000.0,62.0,2.0
AGUAS CLARAS,1300000.0,790.0,5.0
JARDIM BOTANICO,1100000.0,240.0,3.0
JARDIM BOTANICO,2090000.0,340.0,3.0
LAGO SUL,15000000.0,887.0,5.0
NOROESTE,2150000.0,125.0,3.0
JARDIM BOTANICO,1299000.0,350.0,4.0
NOROESTE,2299000.0,126.0,2.0
JARDIM BOTANICO,1750000.0,270.0,4.0
AGUAS CLARAS,1250000.0,120.0,3.0
SOBRADINHO,2460000.0,450.0,4.0
LAGO NORTE,1090000.0,93.0,2.0
ASA NORTE,1850000.0,135.0,4.0
SOBRADINHO,1250000.0,250.0,3.0
SOBRADINHO,980000.0,197.0,3.0
LAGO NORTE,2400000.0,667.0,5.0
NOROESTE,9500000.0,590.0,4.0
LAGO NORTE,1890000.0,360.0,4.0
ARNIQUEIRA,1550000.0,290.0,3.0
AGUAS CLARAS,420000.0,58.0,2.0
NOROESTE,7490000.0,462.0,4.0
ASA SUL,220000.0,46.0,1.0
,1650000.0,0.0,6.0
AGUAS CLARAS,1090000.0,122.0,3.0
AGUAS CLARAS,590000.0,68.0,2.0
NOROESTE,1270000.0,71.0,2.0
AGUAS CLARAS,699000.0,90.0,3.0
LAGO SUL,15000000.0,813.0,4.0
NOROESTE,5220000.0,311.0,4.0
GUARA,670000.0,67.0,2.0
JARDIM BOTANICO,2850000.0,535.0,5.0
LAGO NORTE,6200000.0,4000.0,4.0
LAGO NORTE,1950000.0,368.0,4.0
SUDOESTE,750000.0,61.0,2.0
TAQUARI,3200000.0,476.0,4.0
LAGO NORTE,5500000.0,458.0,4.0
NOROESTE,920204.0,50.0,2.0
AGUAS CLARAS,620000.0,92.0,3.0
JARDIM BOTANICO,1500000.0,350.0,4.0
SUDOESTE,1670000.0,120.0,3.0
NOROESTE,5900000.0,300.0,3.0
JARDIM BOTANICO,2980000.0,520.0,4.0
LAGO SUL,7500000.0,576.0,4.0
JARDIM BOTANICO,1700000.0,416.0,4.0
NOROESTE,3408211.0,246.0,3.0
JARDIM BOTANICO,699000.0,193.0,3.0
SAMAMBAIA,595000.0,82.0,3.0
ASA NORTE,633190.0,45.0,1.0
AGUAS CLARAS,1300000.0,200.0,3.0
AGUAS CLARAS,1050000.0,144.0,3.0
ASA NORTE,410000.0,42.0,1.0
ARNIQUEIRA,2300000.0,300.0,4.0
PARK WAY,2980000.0,420.0,4.0
NOROESTE,2190000.0,192.0,3.0
ASA SUL,2590000.0,157.0,4.0
ASA SUL,1660000.0,156.0,3.0
JARDIM BOTANICO,2590000.0,330.0,4.0
PARK SUL,850000.0,45.0,1.0
AGUAS CLARAS,1650000.0,417.0,4.0
NOROESTE,2075000.0,122.0,3.0
GUARA,410000.0,51.0,2.0
SOBRADINHO,1890000.0,249.0,4.0
JARDIM BOTANICO,1250000.0,620.0,4.0
ARNIQUEIRA,1590000.0,330.0,4.0
ASA NORTE,335000.0,23.0,1.0
NOROESTE,2253153.0,125.0,3.0
SOBRADINHO,970000.0,200.0,3.0
PARK WAY,4700000.0,843.0,4.0
LAGO SUL,33000000.0,1320.0,7.0
AGUAS CLARAS,493612.0,57.0,2.0
NOROESTE,3189400.0,166.0,3.0
NOROESTE,9500000.0,590.0,4.0
VICENTE PIRES,1590000.0,350.0,4.0
SUDOESTE,3990000.0,288.0,3.0
ASA NORTE,450000.0,34.0,1.0
PARK WAY,4800000.0,450.0,4.0
AGUAS CLARAS,499000.0,58.0,2.0
JARDIM BOTANICO,2200000.0,350.0,4.0
AGUAS CLARAS,330000.0,34.0,1.0
LAGO NORTE,4600000.0,540.0,5.0
NOROESTE,2500000.0,173.0,2.0
AGUAS CLARAS,690000.0,75.0,1.0
AGUAS CLARAS,990000.0,122.0,4.0
AGUAS CLARAS,899000.0,97.0,4.0
SUDOESTE,2850000.0,190.0,4.0
PARK WAY,1800000.0,600.0,3.0
LAGO NORTE,4950000.0,557.0,5.0
PARK SUL,727216.0,47.0,2.0
SOBRADINHO,1499000.0,200.0,3.0
SUDOESTE,3190000.0,249.0,4.0
LAGO SUL,7830000.0,670.0,4.0
AGUAS CLARAS,1520000.0,220.0,4.0
LAGO SUL,8900000.0,625.0,4.0
JARDIM BOTANICO,2550000.0,600.0,4.0
JARDIM BOTANICO,2100000.0,320.0,4.0
LAGO NORTE,1600000.0,300.0,4.0
NOROESTE,510000.0,33.0,1.0
VICENTE PIRES,1369000.0,226.0,3.0
GUARA,549000.0,70.0,3.0
PARK WAY,2980000.0,1000.0,7.0
LAGO SUL,10800000.0,840.0,4.0
AGUAS CLARAS,755000.0,77.0,2.0
NOROESTE,1547769.0,77.0,2.0
LAGO NORTE,3990000.0,410.0,4.0
LAGO SUL,15900000.0,920.0,5.0
JARDIM BOTANICO,1640000.0,300.0,4.0
VICENTE PIRES,3650000.0,600.0,4.0
NOROESTE,6000000.0,406.0,3.0
NOROESTE,2450000.0,169.0,2.0
AGUAS CLARAS,260000.0,28.0,1.0
PARK SUL,1730000.0,117.0,3.0
SUDOESTE,4800000.0,257.0,4.0
SUDOESTE,2590000.0,172.0,4.0
VICENTE PIRES,4200000.0,483.0,4.0
SOBRADINHO,1350000.0,550.0,5.0
NOROESTE,2490000.0,154.0,3.0
NOROESTE,1670000.0,87.0,2.0
JARDIM BOTANICO,1990000.0,650.0,4.0
AGUAS CLARAS,1150000.0,118.0,3.0
AGUAS CLARAS,550000.0,60.0,2.0
LAGO SUL,5600000.0,680.0,4.0
AGUAS CLARAS,815000.0,112.0,3.0
CRUZEIRO,569000.0,62.0,3.0
PARK WAY,3290000.0,560.0,4.0
AGUAS CLARAS,1650000.0,151.0,4.0
AGUAS CLARAS,770000.0,92.0,3.0
JARDIM BOTANICO,2300000.0,350.0,4.0
VICENTE PIRES,1800000.0,300.0,4.0
SOBRADINHO,1650000.0,350.0,5.0
SOBRADINHO,1400000.0,360.0,5.0
AGUAS CLARAS,400000.0,42.0,1.0
JARDIM BOTANICO,1290000.0,333.0,4.0
LAGO SUL,54800000.0,1100.0,4.0
ASA SUL,1750000.0,119.0,3.0
AGUAS CLARAS,679000.0,88.0,3.0
AGUAS CLARAS,278000.0,29.0,1.0
GUARA,1750000.0,240.0,4.0
PARK SUL,2890086.0,167.0,3.0
NOROESTE,2275000.0,169.0,2.0
JARDIM BOTANICO,1290000.0,201.0,3.0
ASA NORTE,870000.0,71.0,2.0
ARNIQUEIRA,1300000.0,200.0,3.0
ASA NORTE,4100000.0,326.0,4.0
AGUAS CLARAS,988000.0,96.0,3.0
SUDOESTE,850000.0,62.0,2.0
SOBRADINHO,1749000.0,373.0,4.0
LAGO NORTE,2390000.0,495.0,4.0
SUDOESTE,3300000.0,195.0,4.0
ASA NORTE,1590000.0,75.0,2.0
LAGO NORTE,2590000.0,497.0,4.0
ARNIQUEIRA,1390000.0,250.0,3.0
LAGO SUL,3290000.0,498.0,4.0
ASA NORTE,1690000.0,102.0,3.0
ASA SUL,2300000.0,163.0,3.0
LAGO SUL,6500000.0,1314.0,5.0
ASA SUL,2800000.0,157.0,3.0
LAGO NORTE,3790000.0,1.0,5.0
SUDOESTE,2460000.0,200.0,4.0
AGUAS CLARAS,1850000.0,189.0,4.0
ASA NORTE,950000.0,80.0,3.0
LAGO SUL,7000000.0,478.0,4.0
SUDOESTE,4900000.0,279.0,4.0
JARDIM BOTANICO,2500000.0,450.0,6.0
NOROESTE,3300000.0,168.0,2.0
PARK SUL,1498000.0,103.0,3.0
NOROESTE,2950000.0,170.0,4.0
GUARA,1100000.0,243.0,5.0
LAGO NORTE,5200000.0,1320.0,5.0
VICENTE PIRES,1790000.0,326.0,4.0
SUDOESTE,3300000.0,195.0,4.0
GUARA,387000.0,55.0,3.0
ASA SUL,770000.0,72.0,2.0
AGUAS CLARAS,1013978.0,94.0,3.0
NOROESTE,4695000.0,292.0,4.0
LAGO SUL,8990000.0,750.0,5.0
SOBRADINHO,1890000.0,247.0,4.0
AGUAS CLARAS,1896000.0,194.0,4.0
NOROESTE,2690000.0,163.0,4.0
GUARA,415000.0,39.0,1.0
SOBRADINHO,1619000.0,370.0,5.0
AGUAS CLARAS,530000.0,57.0,1.0
AGUAS CLARAS,1200000.0,120.0,3.0
SOBRADINHO,1350000.0,201.0,3.0
AGUAS CLARAS,610000.0,74.0,2.0
LAGO NORTE,2700000.0,520.0,4.0
VICENTE PIRES,1690000.0,345.0,5.0
AGUAS CLARAS,899000.0,95.0,3.0
LAGO NORTE,2350000.0,550.0,4.0
JARDIM BOTANICO,2280000.0,535.0,4.0
SOBRADINHO,985000.0,300.0,3.0
LAGO NORTE,2550000.0,417.0,4.0
JARDIM BOTANICO,8400000.0,800.0,4.0
AGUAS CLARAS,910000.0,115.0,3.0
AGUAS CLARAS,1190000.0,147.0,3.0
AGUAS CLARAS,1150000.0,140.0,3.0
ASA SUL,3190000.0,237.0,4.0
PARK SUL,690000.0,51.0,1.0
PARK SUL,3485000.0,253.0,4.0
JARDIM BOTANICO,2200000.0,343.0,4.0
JARDIM BOTANICO,1290000.0,300.0,3.0
NOROESTE,2100000.0,115.0,3.0
VICENTE PIRES,1690000.0,215.0,4.0
JARDIM BOTANICO,1600000.0,405.0,5.0
AGUAS CLARAS,1190000.0,120.0,3.0
LAGO SUL,2300000.0,467.0,4.0
ASA SUL,11580230.0,428.0,4.0
AGUAS CLARAS,1020000.0,94.0,3.0
ASA SUL,1000000.0,75.0,1.0
ASA NORTE,799000.0,79.0,4.0
TAGUATINGA,580000.0,81.0,3.0
JARDIM BOTANICO,2300000.0,263.0,4.0
ASA SUL,900000.0,112.0,3.0
AGUAS CLARAS,580000.0,73.0,3.0
LAGO SUL,5700000.0,682.0,5.0
AGUAS CLARAS,620000.0,81.0,2.0
JARDIM BOTANICO,1290000.0,167.0,3.0
CEILANDIA,595000.0,88.0,3.0
ASA SUL,2050000.0,126.0,3.0
TAGUATINGA,700000.0,120.0,1.0
ASA NORTE,2195000.0,208.0,3.0
VICENTE PIRES,1798000.0,240.0,3.0
NOROESTE,2198000.0,144.0,4.0
AGUAS CLARAS,625000.0,80.0,3.0
PARK WAY,2650000.0,330.0,4.0
AGUAS CLARAS,960000.0,125.0,3.0
SAMAMBAIA,370000.0,50.0,2.0
ASA NORTE,2650000.0,127.0,3.0
ASA SUL,2050000.0,126.0,3.0
GUARA,290000.0,36.0,1.0
SAMAMBAIA,595000.0,90.0,2.0
CRUZEIRO,640000.0,64.0,3.0
ASA NORTE,1250000.0,85.0,2.0
SAMAMBAIA,190000.0,33.0,1.0
TAGUATINGA,1250000.0,297.0,4.0
SAMAMBAIA,414000.0,61.0,2.0
SOBRADINHO,1290000.0,262.0,4.0
LAGO SUL,6500000.0,504.0,4.0
AGUAS CLARAS,620000.0,60.0,2.0
ASA NORTE,1830000.0,124.0,3.0
AGUAS CLARAS,545000.0,81.0,2.0
ASA NORTE,1690000.0,135.0,3.0
SUDOESTE,850000.0,60.0,2.0
AGUAS CLARAS,670000.0,78.0,3.0
AGUAS CLARAS,730000.0,107.0,3.0
CEILANDIA,420000.0,140.0,3.0
ASA SUL,990000.0,85.0,3.0
JARDIM BOTANICO,1750000.0,320.0,4.0
ASA NORTE,849000.0,60.0,2.0
SAMAMBAIA,225000.0,126.0,2.0
ASA NORTE,1780000.0,112.0,2.0
GUARA,1130000.0,113.0,3.0
ASA NORTE,2150000.0,159.0,2.0
ASA NORTE,1500000.0,74.0,2.0
AGUAS CLARAS,380000.0,33.0,1.0
AGUAS CLARAS,1200000.0,120.0,3.0
LAGO NORTE,235000.0,24.0,1.0
AGUAS CLARAS,360000.0,33.0,1.0
GUARA,460000.0,77.0,3.0
TAGUATINGA,590000.0,94.0,4.0
ASA NORTE,920000.0,76.0,3.0
ASA NORTE,1660000.0,143.0,4.0
AGUAS CLARAS,555000.0,69.0,3.0
AGUAS CLARAS,590000.0,90.0,3.0
AGUAS CLARAS,595000.0,64.0,2.0
ASA SUL,2900000.0,208.0,4.0
LAGO SUL,4800000.0,567.0,4.0
AGUAS CLARAS,2250000.0,268.0,4.0
AGUAS CLARAS,719000.0,93.0,3.0
ASA NORTE,1345000.0,77.0,2.0
AGUAS CLARAS,1185000.0,132.0,3.0
SAMAMBAIA,249000.0,50.0,2.0
AGUAS CLARAS,275000.0,29.0,1.0
ASA NORTE,1690000.0,135.0,4.0
ASA SUL,1490000.0,231.0,3.0
ASA NORTE,3099000.0,280.0,5.0
ASA NORTE,310000.0,25.0,1.0
NOROESTE,588000.0,34.0,1.0
JARDIM BOTANICO,1295000.0,165.0,3.0
SOBRADINHO,1100000.0,368.0,5.0
AGUAS CLARAS,559000.0,56.0,2.0
AGUAS CLARAS,520000.0,52.0,2.0
AGUAS CLARAS,1720000.0,189.0,4.0
AGUAS CLARAS,780000.0,80.0,3.0
AGUAS CLARAS,1100000.0,112.0,4.0
AGUAS CLARAS,650000.0,69.0,3.0
SOBRADINHO,1198000.0,283.0,3.0
AGUAS CLARAS,655000.0,67.0,2.0
ASA NORTE,880000.0,79.0,3.0
AGUAS CLARAS,1480000.0,140.0,3.0
AGUAS CLARAS,460000.0,58.0,2.0
ASA NORTE,2150000.0,160.0,1.0
GUARA,329000.0,60.0,2.0
TAGUATINGA,495000.0,99.0,2.0
SUDOESTE,1380000.0,79.0,3.0
AGUAS CLARAS,578000.0,83.0,2.0
AGUAS CLARAS,619000.0,66.0,2.0
NOROESTE,3488265.0,208.0,4.0
JARDIM BOTANICO,1290000.0,445.0,3.0
AGUAS CLARAS,635000.0,74.0,2.0
AGUAS CLARAS,899000.0,97.0,3.0
AGUAS CLARAS,2080000.0,245.0,4.0
AGUAS CLARAS,960000.0,99.0,3.0
AGUAS CLARAS,950000.0,115.0,4.0
JARDIM BOTANICO,1830000.0,280.0,4.0
ASA SUL,950000.0,67.0,3.0
AGUAS CLARAS,410000.0,52.0,2.0
ASA NORTE,482480.0,60.0,1.0
AGUAS CLARAS,1280000.0,126.0,3.0
ASA NORTE,327200.0,41.0,1.0
ASA NORTE,327200.0,41.0,1.0
ASA NORTE,289360.0,36.0,1.0
AGUAS CLARAS,1350000.0,145.0,4.0
AGUAS CLARAS,435000.0,43.0,1.0
JARDIM BOTANICO,1350000.0,190.0,3.0
TAGUATINGA,540000.0,70.0,3.0
SUDOESTE,1295000.0,76.0,2.0
SANTA MARIA,480000.0,106.0,3.0
AGUAS CLARAS,1480000.0,140.0,3.0
AGUAS CLARAS,399000.0,45.0,2.0
NOROESTE,7800000.0,522.0,4.0
GUARA,1200000.0,113.0,3.0
RIACHO FUNDO,175000.0,50.0,2.0
ASA NORTE,1680000.0,125.0,3.0
SUDOESTE,2700000.0,139.0,3.0
ASA SUL,2000000.0,454.0,4.0
PARK SUL,490000.0,34.0,1.0
ASA NORTE,1930000.0,139.0,3.0
AGUAS CLARAS,920000.0,114.0,3.0
AGUAS CLARAS,575000.0,68.0,2.0
SOBRADINHO,1470000.0,321.0,5.0
ASA NORTE,2099000.0,167.0,4.0
SUDOESTE,1130000.0,77.0,3.0
AGUAS CLARAS,880000.0,100.0,3.0
LAGO SUL,7830000.0,670.0,4.0
ASA NORTE,860000.0,105.0,3.0
AGUAS CLARAS,1075000.0,135.0,4.0
GUARA,850000.0,78.0,3.0
AGUAS CLARAS,620000.0,66.0,2.0
ASA NORTE,1520000.0,125.0,3.0
AGUAS CLARAS,535000.0,60.0,2.0
ASA NORTE,563000.0,46.0,2.0
AGUAS CLARAS,385000.0,44.0,1.0
RIACHO FUNDO,245000.0,61.0,3.0
ASA SUL,1500000.0,106.0,3.0
AGUAS CLARAS,990000.0,190.0,3.0
TAGUATINGA,330000.0,60.0,2.0
GUARA,520000.0,58.0,2.0
SAMAMBAIA,245000.0,50.0,2.0
NOROESTE,2290000.0,137.0,3.0
ASA SUL,1730000.0,100.0,3.0
NOROESTE,3200000.0,225.0,3.0
AGUAS CLARAS,545000.0,51.0,2.0
SOBRADINHO,1840000.0,373.0,4.0
AGUAS CLARAS,330000.0,51.0,2.0
AGUAS CLARAS,525000.0,61.0,2.0
PARK SUL,1790000.0,117.0,4.0
NOROESTE,878000.0,66.0,1.0
ASA SUL,1850000.0,420.0,5.0
VICENTE PIRES,1499900.0,800.0,4.0
GUARA,1150000.0,290.0,5.0
AGUAS CLARAS,370000.0,36.0,1.0
ASA SUL,1650000.0,137.0,3.0
ASA NORTE,630000.0,45.0,2.0
AGUAS CLARAS,650000.0,91.0,3.0
JARDINS MANGUEIRAL,470000.0,68.0,2.0
LAGO SUL,3600000.0,533.0,6.0
AGUAS CLARAS,890000.0,90.0,3.0
,230000.0,41.0,1.0
CRUZEIRO,569000.0,64.0,3.0
ASA NORTE,2180000.0,202.0,4.0
JARDIM BOTANICO,1350000.0,264.0,3.0
AGUAS CLARAS,405000.0,40.0,1.0
AGUAS CLARAS,799000.0,81.0,2.0
ASA SUL,800000.0,60.0,2.0
AGUAS CLARAS,930000.0,96.0,3.0
GUARA,499000.0,64.0,2.0
SOBRADINHO,1650000.0,215.0,3.0
ASA NORTE,1380000.0,110.0,3.0
ASA NORTE,3675000.0,194.0,4.0
BRAZLANDIA,320000.0,130.0,3.0
AGUAS CLARAS,720000.0,110.0,3.0
TAGUATINGA,115000.0,52.0,2.0
AGUAS CLARAS,600000.0,74.0,3.0
LAGO NORTE,10700000.0,473.0,5.0
AGUAS CLARAS,570000.0,75.0,2.0
AGUAS CLARAS,540000.0,60.0,2.0
ASA NORTE,870000.0,75.0,2.0
AGUAS CLARAS,1245000.0,156.0,3.0
,229000.0,37.0,1.0
ASA NORTE,1630000.0,137.0,3.0
ASA NORTE,1190000.0,118.0,3.0
SAMAMBAIA,399000.0,63.0,3.0
AGUAS CLARAS,999990.0,132.0,4.0
TAGUATINGA,1350000.0,300.0,4.0
AGUAS CLARAS,899000.0,106.0,3.0
GUARA,555000.0,91.0,2.0
JARDIM BOTANICO,1490000.0,189.0,4.0
SUDOESTE,440000.0,24.0,1.0
SUDOESTE,2490000.0,194.0,4.0
GUARA,1430000.0,101.0,3.0
LAGO NORTE,2900000.0,440.0,4.0
AGUAS CLARAS,799000.0,93.0,3.0
ASA NORTE,1450000.0,107.0,3.0
AGUAS CLARAS,410000.0,34.0,1.0
GUARA,870000.0,100.0,4.0
ASA NORTE,1360000.0,184.0,2.0
SAMAMBAIA,200000.0,112.0,3.0
AGUAS CLARAS,350000.0,33.0,1.0
NOROESTE,2090000.0,157.0,2.0
AGUAS CLARAS,519000.0,46.0,2.0
JARDIM BOTANICO,2250000.0,480.0,4.0
AGUAS CLARAS,420000.0,44.0,1.0
AGUAS CLARAS,2150000.0,198.0,4.0
SUDOESTE,1690000.0,130.0,4.0
JARDIM BOTANICO,2800000.0,491.0,4.0
AGUAS CLARAS,1100000.0,154.0,4.0
NOROESTE,4500000.0,303.0,3.0
AGUAS CLARAS,575000.0,84.0,3.0
LAGO NORTE,3200000.0,461.0,5.0
AGUAS CLARAS,297000.0,37.0,1.0
ASA NORTE,2200000.0,324.0,6.0
JARDIM BOTANICO,1350000.0,650.0,5.0
LAGO SUL,4500000.0,600.0,5.0
JARDIM BOTANICO,1450000.0,334.0,4.0
JARDIM BOTANICO,1950000.0,353.0,4.0
AGUAS CLARAS,715000.0,92.0,3.0
AGUAS CLARAS,670000.0,103.0,3.0
AGUAS CLARAS,665000.0,83.0,3.0
LAGO NORTE,540000.0,43.0,1.0
ASA NORTE,315000.0,25.0,1.0
GUARA,1590000.0,120.0,4.0
GUARA,320000.0,42.0,2.0
ASA SUL,2800000.0,215.0,4.0
ASA SUL,1890000.0,166.0,3.0
TAGUATINGA,698000.0,93.0,3.0
NOROESTE,3080000.0,223.0,4.0
SAMAMBAIA,790000.0,230.0,3.0
AGUAS CLARAS,405000.0,61.0,3.0
AGUAS CLARAS,730000.0,79.0,3.0
AGUAS CLARAS,699000.0,80.0,3.0
ASA SUL,1650000.0,143.0,3.0
SUDOESTE,2200000.0,124.0,4.0
PARK SUL,1090000.0,78.0,3.0
SUDOESTE,1060000.0,70.0,3.0
AGUAS CLARAS,539000.0,58.0,2.0
GUARA,350000.0,38.0,2.0
TAGUATINGA,315000.0,66.0,3.0
AGUAS CLARAS,499000.0,70.0,3.0
AGUAS CLARAS,650000.0,77.0,3.0
SUDOESTE,1250000.0,79.0,1.0
AGUAS CLARAS,450000.0,48.0,2.0
NOROESTE,3130000.0,188.0,3.0
SUDOESTE,1695000.0,120.0,4.0
ASA SUL,1580000.0,154.0,3.0
SOBRADINHO,1700000.0,400.0,2.0
ASA NORTE,850000.0,53.0,1.0
AGUAS CLARAS,599000.0,82.0,2.0
PARK WAY,2679000.0,600.0,7.0
GUARA,1300000.0,290.0,5.0
JARDIM BOTANICO,1850000.0,310.0,4.0
AGUAS CLARAS,280000.0,31.0,1.0
ASA NORTE,189000.0,31.0,1.0
ASA NORTE,1395000.0,121.0,4.0
TAGUATINGA,300000.0,61.0,2.0
GUARA,940000.0,87.0,3.0
SOBRADINHO,1500000.0,318.0,4.0
AGUAS CLARAS,390000.0,43.0,1.0
ASA NORTE,2099000.0,167.0,4.0
ASA SUL,1500000.0,110.0,3.0
NOROESTE,2190000.0,118.0,3.0
SUDOESTE,1900000.0,140.0,4.0
LAGO NORTE,479000.0,40.0,1.0
JARDIM BOTANICO,1750000.0,565.0,4.0
PARK SUL,1020000.0,75.0,2.0
GUARA,930000.0,240.0,3.0
ASA NORTE,689000.0,57.0,2.0
AGUAS CLARAS,540000.0,74.0,3.0
ASA SUL,1545000.0,112.0,3.0
AGUAS CLARAS,895000.0,122.0,4.0
LAGO NORTE,2200000.0,407.0,4.0
AGUAS CLARAS,1980000.0,203.0,4.0
ASA SUL,2050000.0,126.0,3.0
SUDOESTE,1290000.0,83.0,2.0
ASA SUL,1945000.0,132.0,3.0
CRUZEIRO,590000.0,79.0,3.0
AGUAS CLARAS,1050000.0,123.0,3.0
ASA NORTE,1230000.0,103.0,3.0
ASA SUL,1650000.0,273.0,4.0
NOROESTE,1780000.0,110.0,3.0
