BAIRRO,VALOR,AREA,QUARTOS
TAGUATINGA,570000.0,78.0,3.0
NOROESTE,650000.0,33.0,1.0
TAGUATINGA,900000.0,297.0,4.0
,8864784.0,29.0,1.0
SOBRADINHO,1530000.0,233.0,3.0
VICENTE PIRES,1550000.0,400.0,3.0
VICENTE PIRES,1200000.0,290.0,3.0
SOBRADINHO,250000.0,70.0,2.0
TAGUATINGA,690000.0,280.0,2.0
VICENTE PIRES,1990000.0,600.0,5.0
TAGUATINGA,455000.0,72.0,2.0
AGUAS CLARAS,700000.0,62.0,2.0
SAMAMBAIA,319900.0,55.0,2.0
PARANOA,2800000.0,0.0,8.0
AGUAS CLARAS,510000.0,150.0,3.0
PARK WAY,5300000.0,2500.0,4.0
TAGUATINGA,690000.0,250.0,6.0
JARDIM BOTANICO,6000000.0,430.0,4.0
GUARA,370000.0,53.0,1.0
VICENTE PIRES,1750000.0,230.0,3.0
NOROESTE,530000.0,38.0,1.0
VICENTE PIRES,690000.0,122.0,3.0
PARK WAY,2540000.0,800.0,7.0
ASA SUL,1980000.0,130.0,3.0
CEILANDIA,680000.0,100.0,2.0
LAGO SUL,36000000.0,1553.0,7.0
CANDANGOLANDIA,1450000.0,363.0,5.0
ASA SUL,479000.0,78.0,1.0
ASA NORTE,40000000.0,6500.0,50.0
AGUAS CLARAS,1450000.0,185.0,4.0
ARNIQUEIRA,1290000.0,380.0,4.0
GAMA,1590000.0,360.0,4.0
SAMAMBAIA,350000.0,54.0,2.0
JARDIM BOTANICO,490000.0,3.0,1.0
JARDIM BOTANICO,1590000.0,210.0,3.0
LAGO NORTE,800000.0,64.0,1.0
TAGUATINGA,240000.0,43.0,1.0
ASA SUL,1650000.0,246.0,5.0
LAGO NORTE,1050000.0,75.0,2.0
AGUAS CLARAS,1250000.0,336.0,5.0
ARNIQUEIRA,1490000.0,370.0,4.0
CEILANDIA,575000.0,135.0,2.0
SAMAMBAIA,145000.0,100.0,3.0
NOROESTE,2190000.0,118.0,3.0
LAGO NORTE,2300000.0,541.0,6.0
SAMAMBAIA,430000.0,65.0,2.0
CEILANDIA,600000.0,250.0,4.0
SAMAMBAIA,820000.0,250.0,3.0
SOBRADINHO,870000.0,100.0,3.0
AGUAS CLARAS,1300000.0,234.0,4.0
VICENTE PIRES,1298000.0,480.0,4.0
CEILANDIA,239000.0,109.0,3.0
TAGUATINGA,780000.0,220.0,3.0
ASA NORTE,5141000.0,324.0,4.0
AGUAS CLARAS,320000.0,33.0,1.0
CEILANDIA,250000.0,53.0,2.0
VICENTE PIRES,2050000.0,300.0,4.0
ASA SUL,225000.0,30.0,1.0
NUCLEO BANDEIRANTE,1450000.0,330.0,3.0
AGUAS CLARAS,1155000.0,118.0,4.0
TAGUATINGA,2300000.0,1200.0,20.0
RIACHO FUNDO,540000.0,400.0,3.0
RIACHO FUNDO,420000.0,143.0,3.0
GAMA,2000000.0,0.0,8.0
ASA SUL,240000.0,26.0,3.0
GUARA,230000.0,46.0,1.0
OCTOGONAL,1997000.0,164.0,4.0
AGUAS CLARAS,950000.0,109.0,3.0
RIACHO FUNDO,430000.0,154.0,3.0
GAMA,430000.0,66.0,2.0
TAGUATINGA,980000.0,300.0,5.0
VICENTE PIRES,880000.0,260.0,5.0
AGUAS CLARAS,520000.0,52.0,2.0
JARDIM BOTANICO,1570000.0,195.0,2.0
SAMAMBAIA,240000.0,150.0,2.0
JARDIM BOTANICO,3200000.0,530.0,5.0
,1500000.0,105.0,2.0
AGUAS CLARAS,645000.0,84.0,3.0
ARNIQUEIRA,1080000.0,250.0,3.0
JARDIM BOTANICO,1250000.0,450.0,5.0
LAGO SUL,10900000.0,3800.0,5.0
AGUAS CLARAS,1290000.0,141.0,4.0
ARNIQUEIRA,1699000.0,550.0,6.0
,1350000.0,15.0,5.0
TAGUATINGA,1500000.0,650.0,4.0
SOBRADINHO,950000.0,238.0,4.0
VICENTE PIRES,1050000.0,350.0,4.0
SAMAMBAIA,670000.0,200.0,3.0
GUARA,1790000.0,148.0,3.0
AGUAS CLARAS,355000.0,40.0,1.0
SAMAMBAIA,775000.0,138.0,3.0
OCTOGONAL,2390000.0,164.0,4.0
ASA SUL,200000.0,31.0,1.0
AGUAS CLARAS,299000.0,35.0,1.0
LAGO NORTE,580000.0,40.0,1.0
ASA NORTE,280000.0,40.0,1.0
ASA SUL,810000.0,78.0,3.0
ASA NORTE,989000.0,86.0,3.0
TAGUATINGA,799995.0,230.0,4.0
SOBRADINHO,695000.0,162.0,4.0
GUARA,1650000.0,278.0,4.0
PARK SUL,4590000.0,384.0,4.0
AGUAS CLARAS,410000.0,58.0,2.0
SUDOESTE,2990000.0,144.0,4.0
,220000.0,80.0,2.0
ARNIQUEIRA,399000.0,400.0,4.0
AGUAS CLARAS,529000.0,73.0,3.0
SOBRADINHO,1250000.0,349.0,4.0
VICENTE PIRES,1150000.0,250.0,2.0
JARDINS MANGUEIRAL,315000.0,50.0,2.0
GUARA,630000.0,130.0,6.0
AGUAS CLARAS,1377000.0,112.0,3.0
VICENTE PIRES,1150000.0,827.0,4.0
AGUAS CLARAS,1299000.0,0.0,3.0
JARDIM BOTANICO,2950000.0,2.0,2.0
PARK SUL,1695000.0,105.0,3.0
GAMA,969000.0,110.0,4.0
JARDIM BOTANICO,1600000.0,519.0,5.0
ARNIQUEIRA,1050000.0,300.0,3.0
PARK WAY,11000000.0,800.0,4.0
AGUAS CLARAS,1749000.0,151.0,4.0
LAGO NORTE,4900000.0,587.0,5.0
VICENTE PIRES,1045000.0,360.0,5.0
TAGUATINGA,495000.0,139.0,2.0
ARNIQUEIRA,1300000.0,245.0,4.0
TAGUATINGA,720000.0,97.0,3.0
SOBRADINHO,300000.0,78.0,2.0
SOBRADINHO,590000.0,0.0,4.0
JARDIM BOTANICO,1500000.0,0.0,3.0
PARK WAY,2600000.0,500.0,6.0
VICENTE PIRES,1090000.0,200.0,3.0
CEILANDIA,3499099.0,408.0,20.0
AGUAS CLARAS,1399000.0,165.0,4.0
TAGUATINGA,513000.0,160.0,5.0
SAMAMBAIA,550000.0,174.0,4.0
AGUAS CLARAS,365000.0,72.0,2.0
AGUAS CLARAS,650000.0,440.0,7.0
TAGUATINGA,630000.0,107.0,3.0
,550000.0,74.0,2.0
SOBRADINHO,797000.0,0.0,3.0
SOBRADINHO,1650000.0,235.0,3.0
GAMA,590000.0,156.0,3.0
VICENTE PIRES,1850000.0,400.0,4.0
JARDIM BOTANICO,2890000.0,500.0,5.0
OCTOGONAL,1256000.0,86.0,3.0
ASA SUL,1580000.0,154.0,3.0
GUARA,950000.0,200.0,4.0
TAGUATINGA,1565000.0,230.0,3.0
NOROESTE,650000.0,34.0,1.0
GUARA,720000.0,65.0,2.0
LAGO SUL,5975000.0,592.0,4.0
PARANOA,554000.0,300.0,7.0
ARNIQUEIRA,2600000.0,408.0,5.0
LAGO SUL,2599000.0,500.0,5.0
,4300000.0,360.0,4.0
NOROESTE,5614000.0,270.0,4.0
PARANOA,2700000.0,0.0,2.0
TAGUATINGA,4100000.0,940.0,2.0
SAMAMBAIA,295000.0,46.0,2.0
RECANTO DAS EMAS,429000.0,300.0,7.0
PARK WAY,2900000.0,424.0,4.0
GUARA,620000.0,170.0,3.0
GUARA,990000.0,150.0,4.0
VICENTE PIRES,2400000.0,700.0,4.0
SAMAMBAIA,720000.0,222.0,5.0
LAGO NORTE,7990000.0,1200.0,7.0
AGUAS CLARAS,336585.0,35.0,1.0
JARDIM BOTANICO,1080000.0,400.0,3.0
NUCLEO BANDEIRANTE,890000.0,150.0,3.0
SOBRADINHO,1450000.0,1714.0,24.0
CEILANDIA,550000.0,230.0,3.0
ASA SUL,480000.0,44.0,2.0
SOBRADINHO,2390000.0,360.0,4.0
TAGUATINGA,780000.0,243.0,3.0
ARNIQUEIRA,1840000.0,400.0,4.0
JARDIM BOTANICO,970000.0,200.0,3.0
NOROESTE,3990000.0,360.0,3.0
SAMAMBAIA,650000.0,250.0,4.0
SANTA MARIA,165000.0,67.0,2.0
VARJAO,2100000.0,560.0,12.0
SAMAMBAIA,275000.0,48.0,2.0
CANDANGOLANDIA,350000.0,128.0,3.0
NOROESTE,3950000.0,204.0,4.0
AGUAS CLARAS,520000.0,62.0,2.0
PARANOA,1500000.0,37.0,100.0
VICENTE PIRES,680000.0,237.0,3.0
AGUAS CLARAS,930000.0,147.0,5.0
AGUAS CLARAS,730000.0,105.0,3.0
TAGUATINGA,310000.0,49.0,2.0
RIACHO FUNDO,749000.0,251.0,3.0
CEILANDIA,750000.0,250.0,3.0
SUDOESTE,3423542.0,172.0,4.0
SAMAMBAIA,450000.0,160.0,4.0
SOBRADINHO,1600000.0,320.0,4.0
AGUAS CLARAS,790000.0,123.0,2.0
TAGUATINGA,680000.0,380.0,6.0
TAGUATINGA,649900.0,120.0,3.0
JARDIM BOTANICO,1900000.0,506.0,4.0
SOBRADINHO,1100000.0,450.0,4.0
AGUAS CLARAS,1600000.0,144.0,3.0
AGUAS CLARAS,455000.0,58.0,2.0
JARDINS MANGUEIRAL,638000.0,100.0,3.0
GAMA,950000.0,300.0,3.0
AGUAS CLARAS,705000.0,79.0,2.0
SOBRADINHO,649000.0,175.0,3.0
SAMAMBAIA,219000.0,55.0,2.0
SAMAMBAIA,300000.0,180.0,2.0
RIACHO FUNDO,1550000.0,1000.0,6.0
AGUAS CLARAS,540000.0,72.0,3.0
ARNIQUEIRA,2500000.0,360.0,5.0
CEILANDIA,310000.0,45.0,2.0
ARNIQUEIRA,890000.0,173.0,3.0
SAMAMBAIA,180000.0,100.0,3.0
SAMAMBAIA,269000.0,58.0,2.0
VICENTE PIRES,175000.0,67.0,1.0
SOBRADINHO,549000.0,100.0,3.0
AGUAS CLARAS,590000.0,67.0,2.0
SAMAMBAIA,890000.0,500.0,3.0
JARDIM BOTANICO,2499000.0,310.0,4.0
JARDIM BOTANICO,2200000.0,0.0,3.0
SOBRADINHO,120000.0,32.0,1.0
AGUAS CLARAS,990000.0,143.0,3.0
AGUAS CLARAS,850000.0,106.0,3.0
ASA NORTE,660774.0,37.0,1.0
RIACHO FUNDO,559000.0,130.0,3.0
SUDOESTE,3523033.0,172.0,4.0
VICENTE PIRES,1400000.0,336.0,4.0
JARDIM BOTANICO,1545000.0,531.0,4.0
SAMAMBAIA,415000.0,65.0,2.0
CEILANDIA,200000.0,67.0,2.0
SOBRADINHO,2300000.0,350.0,3.0
RECANTO DAS EMAS,315000.0,112.0,3.0
VICENTE PIRES,1600000.0,800.0,5.0
SAMAMBAIA,389990000.0,77.0,2.0
TAGUATINGA,580000.0,316.0,5.0
JARDIM BOTANICO,430000.0,70.0,2.0
JARDIM BOTANICO,1690000.0,351.0,4.0
SAMAMBAIA,210000.0,31.0,1.0
CEILANDIA,440000.0,240.0,6.0
SAMAMBAIA,700000.0,272.0,3.0
AGUAS CLARAS,950000.0,130.0,3.0
AGUAS CLARAS,1350000.0,126.0,3.0
TAGUATINGA,550000.0,230.0,6.0
AGUAS CLARAS,1275000.0,121.0,2.0
AGUAS CLARAS,640000.0,82.0,2.0
SUDOESTE,2380000.0,147.0,4.0
SOBRADINHO,580000.0,200.0,3.0
ARNIQUEIRA,1980000.0,390.0,5.0
SAMAMBAIA,305000.0,190.0,3.0
AGUAS CLARAS,155000.0,43.0,2.0
NOROESTE,2027838.0,125.0,3.0
AGUAS CLARAS,790000.0,88.0,3.0
TAGUATINGA,215000.0,64.0,2.0
AGUAS CLARAS,234150.0,33.0,1.0
AGUAS CLARAS,660000.0,100.0,2.0
LAGO NORTE,2798000.0,421.0,4.0
ASA SUL,1350000.0,63.0,1.0
SAMAMBAIA,365000.0,52.0,2.0
PARK SUL,1870000.0,129.0,4.0
ARNIQUEIRA,2500000.0,700.0,8.0
SOBRADINHO,640000.0,380.0,4.0
ASA NORTE,1800000.0,132.0,4.0
JARDIM BOTANICO,780000.0,222.0,4.0
SOBRADINHO,335000.0,300.0,4.0
CEILANDIA,300000.0,160.0,3.0
SAMAMBAIA,295000.0,46.0,2.0
SOL NASCENTE,890000.0,400.0,1.0
SAMAMBAIA,200000.0,28.0,1.0
NOROESTE,536969.0,39.0,1.0
JARDIM BOTANICO,1029000.0,146.0,3.0
PARK WAY,4500000.0,900.0,5.0
GUARA,180000.0,42.0,1.0
AGUAS CLARAS,820000.0,127.0,4.0
JARDIM BOTANICO,1950000.0,265.0,3.0
GUARA,634000.0,150.0,4.0
CEILANDIA,450000.0,200.0,5.0
BRAZLANDIA,1397000.0,2.0,4.0
TAGUATINGA,359000.0,55.0,2.0
TAGUATINGA,587000.0,150.0,3.0
AGUAS CLARAS,350000.0,45.0,1.0
SAMAMBAIA,799500.0,114.0,2.0
AGUAS CLARAS,575000.0,68.0,2.0
AGUAS CLARAS,335000.0,36.0,1.0
AGUAS CLARAS,1235000.0,223.0,4.0
NOROESTE,1669000.0,84.0,2.0
SOBRADINHO,1790000.0,2.0,4.0
,425000.0,70.0,2.0
TAGUATINGA,368790.0,59.0,2.0
SOBRADINHO,550000.0,311.0,4.0
GUARA,240000.0,100.0,1.0
JARDIM BOTANICO,3500000.0,500.0,5.0
AGUAS CLARAS,1450000.0,142.0,4.0
CRUZEIRO,900000.0,110.0,3.0
LAGO SUL,3200000.0,462.0,4.0
ARNIQUEIRA,420000.0,130.0,3.0
SAO SEBASTIAO,350000.0,200.0,3.0
LAGO SUL,10000000.0,1000.0,6.0
SAMAMBAIA,480000.0,95.0,3.0
TAGUATINGA,520000.0,408.0,5.0
ASA NORTE,890000.0,131.0,2.0
LAGO SUL,7875000.0,562.0,4.0
GUARA,890000.0,170.0,5.0
JARDIM BOTANICO,1350000.0,210.0,3.0
AGUAS CLARAS,935500.0,91.0,3.0
SAMAMBAIA,278000.0,46.0,2.0
VICENTE PIRES,1100000.0,343.0,4.0
SOBRADINHO,399000.0,58.0,2.0
NUCLEO BANDEIRANTE,530000.0,107.0,3.0
TAGUATINGA,275000.0,78.0,2.0
SOBRADINHO,1350000.0,350.0,3.0
LAGO SUL,15000000.0,800.0,5.0
SAMAMBAIA,400000.0,112.0,3.0
SOBRADINHO,140000.0,142.0,1.0
JARDIM BOTANICO,2900000.0,460.0,4.0
JARDIM BOTANICO,1799000.0,450.0,4.0
RIACHO FUNDO,630000.0,221.0,4.0
CEILANDIA,330000.0,250.0,2.0
AGUAS CLARAS,1299000.0,127.0,4.0
ARNIQUEIRA,1100000.0,783.0,5.0
ASA NORTE,320000.0,25.0,1.0
,270000.0,0.0,2.0
AGUAS CLARAS,519000.0,60.0,2.0
LAGO NORTE,5980000.0,840.0,7.0
JARDIM BOTANICO,820000.0,280.0,3.0
JARDIM BOTANICO,1850000.0,700.0,4.0
ARNIQUEIRA,750000.0,137.0,3.0
SAMAMBAIA,520000.0,63.0,3.0
TAGUATINGA,590000.0,521.0,10.0
SUDOESTE,2490000.0,194.0,4.0
AGUAS CLARAS,620000.0,61.0,2.0
GUARA,1100000.0,450.0,5.0
CEILANDIA,445000.0,144.0,4.0
VICENTE PIRES,1680000.0,590.0,5.0
,139000.0,60.0,2.0
SAMAMBAIA,1390000.0,400.0,4.0
,40000.0,100.0,2.0
JARDIM BOTANICO,1270000.0,247.0,3.0
AGUAS CLARAS,644900.0,177.0,4.0
SIA,429000.0,36.0,1.0
AGUAS CLARAS,580000.0,250.0,5.0
GAMA,1250000.0,350.0,4.0
VICENTE PIRES,850000.0,300.0,3.0
PARK SUL,480000.0,32.0,1.0
AGUAS CLARAS,314755.0,37.0,1.0
VICENTE PIRES,1180000.0,650.0,5.0
SAMAMBAIA,285000.0,130.0,3.0
JARDIM BOTANICO,4250000.0,640.0,5.0
SIA,1300000.0,537.0,2.0
LAGO SUL,10500000.0,1.0,5.0
TAGUATINGA,680000.0,600.0,22.0
AGUAS CLARAS,549000.0,192.0,3.0
SAMAMBAIA,255000.0,125.0,3.0
VICENTE PIRES,1250000.0,320.0,4.0
AGUAS CLARAS,2000000.0,400.0,4.0
SOBRADINHO,1890000.0,247.0,4.0
SAMAMBAIA,235000.0,50.0,2.0
CEILANDIA,2000000.0,0.0,11.0
JARDIM BOTANICO,1890000.0,393.0,4.0
AGUAS CLARAS,1160000.0,100.0,2.0
JARDIM BOTANICO,1480000.0,313.0,3.0
TAGUATINGA,230000.0,86.0,3.0
PARK WAY,2800000.0,440.0,6.0
VICENTE PIRES,1390000.0,255.0,3.0
GUARA,895000.0,342.0,4.0
JARDINS MANGUEIRAL,640000.0,132.0,3.0
SOBRADINHO,1150000.0,300.0,5.0
SUDOESTE,5662844.0,318.0,4.0
JARDIM BOTANICO,550000.0,180.0,3.0
SOBRADINHO,1499000.0,400.0,5.0
AGUAS CLARAS,595000.0,74.0,2.0
GUARA,1850000.0,346.0,4.0
VICENTE PIRES,2200000.0,750.0,5.0
ASA NORTE,275000.0,31.0,1.0
SAMAMBAIA,345000.0,62.0,2.0
PARK SUL,3539026.0,303.0,3.0
SOBRADINHO,168000.0,49.0,2.0
TAGUATINGA,320000.0,37.0,1.0
GUARA,1890000.0,107.0,3.0
SUDOESTE,495000.0,25.0,1.0
VICENTE PIRES,900000.0,180.0,3.0
ASA SUL,2100000.0,161.0,3.0
AGUAS CLARAS,560000.0,60.0,2.0
AGUAS CLARAS,874094.0,82.0,3.0
ARNIQUEIRA,1190000.0,200.0,3.0
PLANALTINA,1600000.0,308.0,4.0
ASA NORTE,5164000.0,335.0,4.0
TAGUATINGA,569000.0,69.0,3.0
AGUAS CLARAS,699900.0,92.0,3.0
ASA NORTE,1350000.0,96.0,3.0
SAMAMBAIA,280000.0,53.0,2.0
SOBRADINHO,650000.0,290.0,3.0
LAGO NORTE,340000.0,26.0,1.0
SOBRADINHO,350000.0,120.0,4.0
VICENTE PIRES,670000.0,230.0,5.0
TAGUATINGA,499000.0,69.0,3.0
SAMAMBAIA,340000.0,63.0,2.0
CEILANDIA,335000.0,53.0,2.0
PARK WAY,2150000.0,242.0,3.0
SOBRADINHO,1750000.0,674.0,4.0
AGUAS CLARAS,650000.0,60.0,2.0
RIACHO FUNDO,440000.0,55.0,2.0
GAMA,420000.0,52.0,2.0
TAGUATINGA,420000.0,70.0,3.0
JARDIM BOTANICO,2490000.0,450.0,4.0
AGUAS CLARAS,2099000.0,245.0,4.0
SAMAMBAIA,195000.0,43.0,1.0
AGUAS CLARAS,325000.0,30.0,1.0
JARDIM BOTANICO,1500000.0,346.0,3.0
ASA NORTE,830000.0,53.0,1.0
AGUAS CLARAS,680000.0,86.0,3.0
GUARA,1350000.0,250.0,3.0
AGUAS CLARAS,750000.0,89.0,3.0
AGUAS CLARAS,530000.0,73.0,2.0
LAGO SUL,4400000.0,560.0,4.0
AGUAS CLARAS,460000.0,55.0,2.0
,2200000.0,54.0,3.0
GAMA,300000.0,180.0,4.0
SOBRADINHO,750000.0,391.0,4.0
SOBRADINHO,1800000.0,250.0,3.0
TAGUATINGA,190000.0,49.0,2.0
PARK SUL,3081000.0,202.0,4.0
GUARA,1749999.0,315.0,3.0
GUARA,1290000.0,400.0,6.0
TAGUATINGA,1000000.0,408.0,5.0
ASA SUL,850000.0,49.0,1.0
ARNIQUEIRA,1199000.0,282.0,3.0
GUARA,660000.0,160.0,7.0
LAGO SUL,2500000.0,376.0,4.0
TAGUATINGA,467999.0,82.0,3.0
VICENTE PIRES,1749000.0,350.0,4.0
TAGUATINGA,650000.0,128.0,3.0
JARDIM BOTANICO,2399990.0,600.0,4.0
SAMAMBAIA,290000.0,50.0,2.0
SAMAMBAIA,295000.0,105.0,2.0
ARNIQUEIRA,1350000.0,390.0,4.0
JARDIM BOTANICO,2850000.0,750.0,6.0
SAMAMBAIA,460000.0,57.0,2.0
AGUAS CLARAS,860000.0,81.0,3.0
BRAZLANDIA,1300000.0,0.0,5.0
LAGO SUL,1890000.0,250.0,3.0
AGUAS CLARAS,1400000.0,184.0,3.0
CEILANDIA,175000.0,52.0,2.0
ASA SUL,1100000.0,111.0,1.0
VICENTE PIRES,1600000.0,400.0,4.0
AGUAS CLARAS,450000.0,44.0,1.0
VICENTE PIRES,1850000.0,360.0,4.0
JARDIM BOTANICO,680000.0,183.0,3.0
ARNIQUEIRA,1650000.0,880.0,4.0
SAMAMBAIA,430000.0,110.0,3.0
SAMAMBAIA,340000.0,130.0,4.0
VICENTE PIRES,1900000.0,239.0,4.0
AGUAS CLARAS,1390000.0,158.0,4.0
AGUAS CLARAS,2700000.0,500.0,4.0
GUARA,2200000.0,380.0,4.0
TAGUATINGA,525000.0,93.0,3.0
SAMAMBAIA,720000.0,310.0,3.0
GAMA,969000.0,110.0,4.0
AGUAS CLARAS,585000.0,69.0,2.0
JARDIM BOTANICO,645000.0,300.0,3.0
,139900.0,57.0,3.0
TAGUATINGA,550000.0,160.0,3.0
SOBRADINHO,820000.0,350.0,3.0
PARK WAY,2800000.0,1100.0,6.0
TAQUARI,3500000.0,577.0,4.0
JARDIM BOTANICO,1650000.0,360.0,5.0
SAMAMBAIA,320000.0,53.0,2.0
SAMAMBAIA,450000.0,250.0,4.0
GUARA,1790000.0,285.0,4.0
ASA NORTE,1170000.0,67.0,2.0
LAGO SUL,8700000.0,634.0,4.0
AGUAS CLARAS,384000.0,33.0,1.0
VICENTE PIRES,850000.0,205.0,3.0
ASA NORTE,480000.0,28.0,1.0
ASA NORTE,315000.0,26.0,1.0
AGUAS CLARAS,465000.0,41.0,1.0
AGUAS CLARAS,465000.0,58.0,2.0
VICENTE PIRES,390000.0,80.0,3.0
TAGUATINGA,1950000.0,240.0,4.0
TAGUATINGA,289000.0,45.0,2.0
NOROESTE,1780000.0,170.0,2.0
SOBRADINHO,1800000.0,400.0,5.0
VICENTE PIRES,1490000.0,542.0,4.0
TAGUATINGA,1500000.0,240.0,4.0
ASA SUL,2050000.0,126.0,3.0
AGUAS CLARAS,680000.0,68.0,2.0
AGUAS CLARAS,899000.0,106.0,3.0
AGUAS CLARAS,660000.0,100.0,2.0
SOBRADINHO,3500000.0,0.0,2.0
AGUAS CLARAS,325000.0,36.0,1.0
GUARA,345000.0,70.0,3.0
SANTA MARIA,1500000.0,1.0,4.0
PLANALTINA,1150000.0,12686.0,6.0
SAMAMBAIA,390000.0,140.0,3.0
SUDOESTE,2080000.0,154.0,4.0
GUARA,2350000.0,154.0,4.0
ARNIQUEIRA,1999999.0,300.0,4.0
LAGO NORTE,2100000.0,270.0,3.0
SAMAMBAIA,240000.0,51.0,2.0
GUARA,900000.0,300.0,4.0
ASA SUL,1100000.0,90.0,2.0
SUDOESTE,1150000.0,79.0,3.0
JARDIM BOTANICO,3000000.0,600.0,4.0
TAGUATINGA,590000.0,103.0,2.0
LAGO SUL,6600000.0,647.0,5.0
SOBRADINHO,700000.0,210.0,3.0
NOROESTE,2200000.0,161.0,4.0
NOROESTE,2050000.0,166.0,3.0
SAMAMBAIA,190000.0,36.0,2.0
JARDIM BOTANICO,760000.0,75.0,1.0
SOBRADINHO,290000.0,70.0,2.0
AGUAS CLARAS,1190000.0,164.0,4.0
SOBRADINHO,1690000.0,300.0,3.0
AGUAS CLARAS,1200000.0,120.0,3.0
VICENTE PIRES,1450000.0,562.0,3.0
TAGUATINGA,850000.0,250.0,4.0
SAMAMBAIA,659000.0,170.0,3.0
,2599000.0,968.0,5.0
PARK WAY,1590000.0,250.0,3.0
GAMA,429000.0,62.0,2.0
ARNIQUEIRA,1360000.0,300.0,3.0
GUARA,1200000.0,288.0,2.0
NUCLEO BANDEIRANTE,1250000.0,301.0,4.0
ASA NORTE,705714.0,130.0,4.0
SOBRADINHO,580000.0,210.0,2.0
JARDIM BOTANICO,2890000.0,573.0,6.0
PARK WAY,1050000.0,350.0,4.0
SOBRADINHO,990000.0,290.0,4.0
GUARA,1049000.0,250.0,5.0
GAMA,950000.0,400.0,3.0
ASA NORTE,210000.0,53.0,2.0
RIACHO FUNDO,580000.0,150.0,3.0
CEILANDIA,250000.0,135.0,3.0
JARDIM BOTANICO,1290000.0,180.0,3.0
SAMAMBAIA,289000.0,60.0,3.0
LAGO NORTE,525000.0,43.0,1.0
SOBRADINHO,1480000.0,488.0,3.0
AGUAS CLARAS,285000.0,31.0,1.0
AGUAS CLARAS,830000.0,98.0,4.0
GUARA,950000.0,283.0,6.0
GUARA,1049000.0,230.0,6.0
SAMAMBAIA,309000.0,56.0,2.0
NUCLEO BANDEIRANTE,230000.0,44.0,2.0
AGUAS CLARAS,320000.0,33.0,1.0
SAMAMBAIA,320000.0,50.0,2.0
AGUAS CLARAS,880000.0,105.0,3.0
LAGO NORTE,4600000.0,540.0,5.0
ASA SUL,1490000.0,125.0,3.0
SAMAMBAIA,405000.0,60.0,2.0
CEILANDIA,380000.0,250.0,4.0
JARDIM BOTANICO,1150000.0,557.0,6.0
JARDIM BOTANICO,1150000.0,230.0,3.0
AGUAS CLARAS,330000.0,33.0,1.0
BRAZLANDIA,849000.0,368.0,3.0
VICENTE PIRES,1350000.0,415.0,5.0
SOBRADINHO,1600000.0,700.0,4.0
TAGUATINGA,230000.0,58.0,2.0
RIACHO FUNDO,179000.0,40.0,2.0
AGUAS CLARAS,1780000.0,168.0,3.0
SAMAMBAIA,450000.0,112.0,3.0
SOBRADINHO,800000.0,150.0,3.0
SOBRADINHO,1928000.0,1000.0,12.0
AGUAS CLARAS,1543000.0,119.0,3.0
PARK SUL,4590000.0,384.0,4.0
AGUAS CLARAS,2150000.0,180.0,4.0
LAGO NORTE,580000.0,66.0,1.0
VICENTE PIRES,480000.0,56.0,3.0
CEILANDIA,457000.0,250.0,5.0
ARNIQUEIRA,990000.0,240.0,3.0
TAGUATINGA,350000.0,47.0,1.0
CEILANDIA,310490.0,45.0,2.0
VICENTE PIRES,799000.0,250.0,4.0
GUARA,590000.0,180.0,3.0
GAMA,595000.0,72.0,3.0
GUARA,1450000.0,490.0,5.0
AGUAS CLARAS,970000.0,127.0,3.0
NOROESTE,1350000.0,75.0,2.0
GUARA,550000.0,57.0,2.0
VICENTE PIRES,820000.0,280.0,4.0
ITAPOA,240000.0,79.0,3.0
RIACHO FUNDO,575000.0,150.0,3.0
,390000.0,274.0,3.0
GUARA,895000.0,174.0,3.0
GUARA,330000.0,63.0,2.0
AGUAS CLARAS,348175.0,37.0,1.0
GUARA,3530000.0,233.0,3.0
VICENTE PIRES,365000.0,52.0,2.0
AGUAS CLARAS,540000.0,114.0,2.0
GUARA,475000.0,112.0,3.0
ARNIQUEIRA,1690000.0,250.0,4.0
AGUAS CLARAS,1250000.0,336.0,5.0
SAMAMBAIA,345000.0,112.0,3.0
ASA NORTE,1150000.0,174.0,3.0
PARK WAY,2200000.0,833.0,6.0
ASA SUL,760000.0,77.0,3.0
LAGO SUL,5000000.0,390.0,4.0
,350000.0,100.0,3.0
LAGO SUL,10390000.0,700.0,5.0
GUARA,750000.0,77.0,3.0
GAMA,820000.0,260.0,2.0
ASA NORTE,650000.0,51.0,1.0
SAMAMBAIA,191250.0,27.0,1.0
PARK SUL,870000.0,63.0,2.0
LAGO NORTE,2000000.0,351.0,5.0
TAGUATINGA,6300000.0,1500.0,15.0
JARDIM BOTANICO,1295000.0,250.0,3.0
NOROESTE,2816000.0,119.0,3.0
PARK SUL,3150000.0,238.0,3.0
AGUAS CLARAS,390000.0,42.0,1.0
SOBRADINHO,1300000.0,660.0,6.0
ASA NORTE,1670000.0,127.0,3.0
SOBRADINHO,1180000.0,378.0,4.0
GUARA,1690000.0,124.0,4.0
TAGUATINGA,1570000.0,350.0,3.0
PARK WAY,1680000.0,550.0,3.0
AGUAS CLARAS,640000.0,63.0,2.0
NUCLEO BANDEIRANTE,800000.0,300.0,20.0
ASA SUL,400000.0,54.0,2.0
AGUAS CLARAS,1546000.0,144.0,3.0
JARDIM BOTANICO,695000.0,161.0,3.0
SOBRADINHO,1590000.0,250.0,3.0
